N.º,Fecha Tiempo, GMT-03:00,Velocidad del viento, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr),Velocidad de Ráfagas, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr),Dirección del viento, ø (LGR S/N: 20682654, SEN S/N: 20679482, LBL: N/S)
,,,,
1,10/22/21 05:25:59 PM,50.508,56.520,193.7
2,10/22/21 05:26:59 PM,51.696,73.332,200.8
3,10/22/21 05:27:59 PM,49.284,61.308,189.5
4,10/22/21 05:28:59 PM,36.072,40.860,176.9
5,10/22/21 05:29:59 PM,32.472,38.484,172.7
6,10/22/21 05:30:59 PM,39.672,48.096,182.5
7,10/22/21 05:31:59 PM,45.684,60.120,199.4
8,10/22/21 05:32:59 PM,39.672,48.096,195.1
9,10/22/21 05:33:59 PM,45.684,57.708,207.8
10,10/22/21 05:34:59 PM,51.696,66.132,205.0
11,10/22/21 05:35:59 PM,45.684,60.120,190.9
12,10/22/21 05:36:59 PM,39.672,48.096,182.5
13,10/22/21 05:37:59 PM,42.084,57.708,175.5
14,10/22/21 05:38:59 PM,49.284,56.520,169.9
15,10/22/21 05:39:59 PM,38.484,48.096,174.1
16,10/22/21 05:40:59 PM,31.248,39.672,189.5
17,10/22/21 05:41:59 PM,33.660,40.860,192.3
18,10/22/21 05:42:59 PM,38.484,49.284,190.9
19,10/22/21 05:43:59 PM,37.260,44.496,186.7
20,10/22/21 05:44:59 PM,32.472,42.084,186.7
21,10/22/21 05:45:59 PM,38.484,50.508,186.7
22,10/22/21 05:46:59 PM,46.872,61.308,183.9
23,10/22/21 05:47:59 PM,48.096,60.120,199.4
24,10/22/21 05:48:59 PM,46.872,66.132,203.6
25,10/22/21 05:49:59 PM,54.108,67.320,202.2
26,10/22/21 05:50:59 PM,46.872,52.884,183.9
27,10/22/21 05:51:59 PM,43.272,52.884,178.3
28,10/22/21 05:52:59 PM,36.072,43.272,176.9
29,10/22/21 05:53:59 PM,33.660,38.484,190.9
30,10/22/21 05:54:59 PM,32.472,43.272,198.0
31,10/22/21 05:55:59 PM,37.260,43.272,186.7
32,10/22/21 05:56:59 PM,31.248,42.084,183.9
33,10/22/21 05:57:59 PM,49.284,60.120,189.5
34,10/22/21 05:58:59 PM,39.672,46.872,190.9
35,10/22/21 05:59:59 PM,38.484,44.496,186.7
36,10/22/21 06:00:59 PM,40.860,49.284,199.4
37,10/22/21 06:01:59 PM,48.096,60.120,198.0
38,10/22/21 06:02:59 PM,56.520,67.320,200.8
39,10/22/21 06:03:59 PM,43.272,50.508,203.6
40,10/22/21 06:04:59 PM,49.284,64.908,206.4
41,10/22/21 06:05:59 PM,50.508,58.896,207.8
42,10/22/21 06:06:59 PM,51.696,60.120,199.4
43,10/22/21 06:07:59 PM,45.684,52.884,205.0
44,10/22/21 06:08:59 PM,34.848,45.684,190.9
45,10/22/21 06:09:59 PM,25.236,30.060,186.7
46,10/22/21 06:10:59 PM,44.496,60.120,202.2
47,10/22/21 06:11:59 PM,48.096,66.132,196.5
48,10/22/21 06:12:59 PM,42.084,58.896,189.5
49,10/22/21 06:13:59 PM,43.272,52.884,186.7
50,10/22/21 06:14:59 PM,33.660,37.260,192.3
51,10/22/21 06:15:59 PM,38.484,46.872,200.8
52,10/22/21 06:16:59 PM,31.248,44.496,193.7
53,10/22/21 06:17:59 PM,36.072,45.684,186.7
54,10/22/21 06:18:59 PM,36.072,43.272,182.5
55,10/22/21 06:19:59 PM,39.672,48.096,169.9
56,10/22/21 06:20:59 PM,36.072,40.860,176.9
57,10/22/21 06:21:59 PM,32.472,38.484,182.5
58,10/22/21 06:22:59 PM,36.072,42.084,190.9
59,10/22/21 06:23:59 PM,36.072,42.084,188.1
60,10/22/21 06:24:59 PM,32.472,42.084,182.5
61,10/22/21 06:25:59 PM,30.060,34.848,183.9
62,10/22/21 06:26:59 PM,31.248,33.660,183.9
63,10/22/21 06:27:59 PM,32.472,48.096,190.9
